name,base,seq,system,sub,rateType,image,flags,heldOrDup,file
Fear of,9,2 8 3 1 1 6,Combe,Emotions/Fear,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\FEAR OF - Emotions Fear - BC - Base 9 (336).afdesign
Fear of Being Useless,44,28 32 43,Combe,Emotions / Fear,Base 44 Rate (Combe),jpg-twin,,,Affinity\Emotions\FEAR OF BEING USELESS - EmotionsFear - BC - Base 44 .afdesign
Fear of Cancer,9,2 9 2 5 9 9,Combe,Emotions / Fear,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\FEAR OF CANCER - Emotions Fear - BC - Base 9 (336).afdesign
Fear of Death,44,1 4 9 32 33,Combe,Emotions / Fear,Base 44 Rate (Combe),jpg-twin,,,Affinity\Emotions\FEAR OF DEATH  - Emotions - BC - Base 44.afdesign
Fear of Death,9,2 6 9 4 6 9,Combe,Emotions / Fear,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\FEAR OF DEATH  - EmotionsFear - BC - Base 9 (336) .afdesign
Fear of Dying,44,1 5 9 32 33,Combe,Emotions / Fear,Base 44 Rate (Combe),jpg-twin,,,Affinity\Emotions\FEAR OF DYING - EmotionsFear - BC - Base 44.afdesign
Fear of Failure,9,4 7 1 3 5 9,Combe,Emotions / Fear,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\FEAR OF FAILURE - EmotionsFear - BC - Base 44.afdesign
Fear of Not Being Accepted,9,4 2 6 8 1 3,Combe,Emotions/Fear,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\FEAR OF NOT BEING ACCEPTED - Emotions Fear - BC - Base 9 (336).afdesign
Forgiveness,9,4 2 4 9 3 4,Combe,Emotions/Compassion,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\Forgiveness - EmotionsCompassion - BC - Base 9 (336).afdesign
Forgiveness,44,3 11 23 40 43,Combe,Emotions/Compassion,Base 44 Rate (Combe),jpg-twin,,,Affinity\Emotions\FORGIVENESS - EmotionsCompassion - Command  - B44.afdesign
Gratitude,9,7 9 7 2 7,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\GRATITUDE - Emotions - BC - Base 9 (336).afdesign
Guilt,9,2 4 5 8 4 5,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\GUILT - Emotions - BC - Base 9 (336).afdesign
Guilt About Sex,9,2 5 3 6 1 8,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\Guilt about sex - Emotions - BC - Base 9 (336).afdesign
Happiness,44,1 1 6 20 41,Combe,Emotions,Base 44 Rate (Combe),jpg-twin,,,Affinity\Emotions\HAPPINESS - Emotions - BC - Base 44 .afdesign
Happiness,9,1 5 1 3 1 2,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\HAPPINESS - Emotions - BC - Base 9 (336).afdesign
Humbleness,9,4 3 9 7 6 2,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\Humbleness - Emotions - Base 9 (336).afdesign
Inadequacy,9,7 2 5 5,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\INADEQUACY - Emotions - Base 9 (336).afdesign
Indecisiveness,9,1 3 3 2 6 5 2,Combe,Emotions,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Emotions\INDECISIVENESS - Emotions - Base 9 (336) copy.afdesign
Joy,9,7 1 1 5 8 4 6,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\JOY - Emotions - Base 9 (336).afdesign
Joy of Living,9,6 9 8 8 4,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\JOY OF LIVING - Emotions - Base 9 (336).afdesign
Joyfulness,9,5 7 8 3,Combe,Emotions,Base 9 Rate (336 - Combe),jpg-twin,,,Affinity\Emotions\JOYFULNESS - Emotions - Base 9 (336).afdesign
